,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,99.33266449,-79.26839447,-37.1205864,-7.480506897,-0.317233741,-0.648263037,0.037790973,-0.012952317,0.064928107,0.02378881,-0.016742049,-0.001179166,-0.004294151,0.005447838,-0.006228431,-1.272931695e-05,4.883948714e-05,1.485308167e-05,6.436381955e-05,0.000113388,2.294057049e-05,-9.169103578e-06,-1.775706187e-05,4.170788452e-05,-1.18908938e-05,5.909905303e-05,2.089794725e-05,4.710862413e-05,1.558568329e-06,-4.015280865e-05,4.795216955e-05,-1.740874723e-05,-1.305248588e-05,-2.461997792e-05,1.051509753e-05,-1.009763218e-05,-8.172588423e-06,2.93138728e-05,-1.592026092e-05,4.422152415e-06,-1.641921699e-06,2.887961455e-05,1.00757461e-06,4.723900929e-06,3.629756247e-05,1.127901487e-05,-1.130264718e-05,3.081094474e-05,8.043134585e-06,1.03993807e-05,-5.123205483e-06,1.799047459e-05,2.134533133e-05,1.016678289e-05,-7.961993106e-06,3.746710718e-05,7.563387044e-06,2.684863284e-05,2.668937668e-05,1.438159961e-05,-1.551117748e-05,-8.387491107e-06,4.799570888e-06,-1.053093001e-06,-8.332077414e-06,1.109670848e-05,1.176539809e-05,1.293141395e-05,-7.588998415e-06,-4.099681973e-06,1.167412847e-05,7.949245628e-06,-1.704320312e-06,6.80796802e-07,1.374306157e-05
1,36.06364441,-26.55596352,104.463028,-4.536507607,-1.042077422,-1.103081465,-0.424746603,-0.044075843,-0.271366477,-0.514342725,0.108212799,0.01807693,-0.085808814,-0.010656426,0.001468603,-6.59795478e-06,1.393305138e-05,2.654758282e-05,6.854534149e-07,1.751072705e-05,6.167404354e-05,3.395415843e-05,-2.373754978e-05,-4.868023098e-06,3.32519412e-05,-2.661719918e-05,-1.124572009e-05,1.957640052e-06,-4.28641215e-06,4.174560308e-05,-4.781596363e-05,1.161545515e-05,-2.409517765e-05,2.562068403e-05,1.410394907e-05,1.818593591e-05,-1.323223114e-05,1.191534102e-05,4.144385457e-05,2.538226545e-05,1.621618867e-05,-1.064082608e-05,1.875124872e-05,8.711591363e-06,2.07554549e-05,3.337860107e-06,1.635402441e-05,1.555890776e-06,2.018176019e-05,1.991167665e-05,8.456408978e-06,1.605600119e-06,2.086907625e-05,-5.196779966e-07,2.791639417e-06,8.262693882e-06,-8.730217814e-06,8.497387171e-06,1.147389412e-05,-2.220273018e-06,7.461756468e-06,4.544854164e-07,-4.403293133e-06,-7.078051567e-06,1.009367406e-05,1.139938831e-06,4.661269486e-06,1.065852121e-05,6.571412086e-06,2.001225948e-05,3.816094249e-07,3.294087946e-05,-2.209097147e-06,6.310641766e-06,1.034885645e-05
2,95.88048553,92.89438629,-1.707394242,-5.105447769,-0.845538914,-0.612795889,-0.150175214,0.006789398,-0.097172387,-0.163477883,-0.178700984,0.026748791,-0.163791299,0.002618605,-0.028242463,4.451721907e-05,2.887099981e-05,2.343952656e-05,5.146116018e-05,6.545335054e-06,-3.743171692e-05,2.859532833e-05,5.703046918e-05,1.376867294e-05,1.602619886e-05,6.064772606e-06,3.805756569e-05,3.891810775e-05,4.153326154e-05,-4.115700722e-05,-1.031532884e-05,3.634393215e-05,2.854689956e-05,9.694136679e-06,-9.648501873e-06,-1.735985279e-05,3.556068987e-05,-7.882714272e-06,1.739710569e-05,5.690380931e-05,9.816838428e-06,-7.124617696e-07,5.349516869e-06,-5.830079317e-06,7.580965757e-06,3.087520599e-05,3.516860306e-05,5.719251931e-06,-8.946284652e-06,8.143484592e-06,-1.169741154e-06,-1.452490687e-05,1.104921103e-05,4.176050425e-06,2.123601735e-05,-2.97985971e-05,2.078223042e-05,4.272907972e-06,3.165192902e-05,-5.684792995e-06,1.814216375e-05,4.235748202e-05,1.62422657e-06,2.548098564e-05,-4.503875971e-06,2.559274435e-05,7.47712329e-06,3.039836884e-05,2.420973033e-06,-6.236601621e-06,5.893409252e-06,4.842877388e-08,1.471117139e-05,-4.887580872e-06,7.055699825e-06
3,5.138160229,-0.669039309,2.449841738,1.254941225,6.398518562,35.96118927,-5.826218128,0.112731293,-0.246301472,-1.213599563,0.190290943,0.015997736,-0.544655204,-0.008352398,-0.010217179,1.672143117e-05,9.218696505e-06,9.941868484e-07,6.778631359e-06,1.465284731e-05,-2.919696271e-06,-3.500841558e-06,7.091555744e-06,5.581183359e-06,5.89620322e-06,6.33043237e-06,4.608184099e-06,1.674052328e-06,4.224479198e-06,-8.726492524e-06,-3.319932148e-06,1.053512096e-05,1.613982022e-06,3.574416041e-06,-2.542510629e-06,-9.384006262e-06,8.430331945e-06,5.029141903e-06,3.281515092e-06,2.828426659e-06,-2.132728696e-06,1.331791282e-06,7.863156497e-06,-1.490116119e-06,-3.191176802e-06,7.223337889e-06,-5.624257028e-06,-4.001427442e-06,2.817250788e-06,-2.737157047e-06,-9.648501873e-07,6.304122508e-06,-3.528781235e-06,6.351619959e-07,8.234754205e-06,-4.825182259e-06,4.396773875e-06,2.536107786e-06,8.89156945e-06,-2.555083483e-06,-3.282912076e-06,-4.668021575e-06,1.417007297e-06,-2.305954695e-06,7.594935596e-07,-1.802109182e-07,2.682209015e-07,-5.031004548e-06,2.035871148e-06,-6.221234798e-07,2.734363079e-06,-2.291053534e-07,-2.672895789e-06,7.777474821e-06,6.891787052e-07
4,20.95260429,-3.603987932,2.760792971,66.23313904,-0.562876046,-0.866195202,-0.072563514,-0.108164422,-0.18144761,0.012547946,-0.006914686,-0.047313951,-0.030195195,-0.014729625,-0.001827153,-1.980923116e-06,1.033209264e-05,-6.929039955e-07,1.000263728e-05,1.1422846e-05,-4.929490387e-06,4.233792424e-06,2.358481288e-05,3.056623973e-05,9.941402823e-06,8.573755622e-06,7.539056242e-06,-3.750901669e-06,-3.332272172e-06,-2.161506563e-05,-1.806765795e-05,1.608207822e-05,-5.662441254e-07,8.929520845e-06,-4.302710295e-07,2.160668373e-06,9.396346286e-06,1.205387525e-05,2.121739089e-05,7.174909115e-06,2.421066165e-05,5.975132808e-06,1.887977123e-05,6.854534149e-07,-7.301568985e-06,-5.83473593e-06,5.811452866e-07,-1.851469278e-06,8.542090654e-06,-8.808448911e-06,-4.36604023e-06,5.537644029e-06,9.246170521e-06,-2.11596489e-06,7.89295882e-06,-2.019107342e-06,1.971097663e-05,1.371954568e-05,1.608580351e-05,-2.104789019e-06,2.965331078e-06,9.853392839e-06,1.783901826e-05,-1.359172165e-05,-3.758817911e-06,-1.787208021e-06,-3.74019146e-06,1.534540206e-05,9.022653103e-06,-8.644536138e-06,5.9902668e-06,-4.637986422e-07,-1.310836524e-06,-1.511536539e-06,-2.454966307e-06
5,1.11875844,0.180118561,1.358623505,0.498085618,5.487565041,1.301934838,11.97202206,1.019802213,27.89993668,-5.354248047,-2.09302187,-0.150291011,-0.318811715,-0.004275121,-0.07031104,-1.376887667e-06,-8.605187759e-06,1.062871888e-05,-1.803622581e-06,8.660601452e-06,6.639398634e-06,7.18748197e-07,-2.415385097e-06,1.165550202e-05,-4.052417353e-07,3.294378985e-06,-2.983026206e-06,-5.718669854e-06,2.114102244e-06,-6.4894557e-06,4.934147e-06,4.755333066e-06,4.903413355e-07,-1.954846084e-06,-1.439359039e-06,-1.002522185e-05,-2.537854016e-08,6.944814231e-06,1.216307282e-06,-9.568175301e-07,-1.611188054e-06,-5.159527063e-06,2.543441951e-06,-4.459638149e-06,1.797452569e-07,-8.908100426e-07,-8.707866073e-08,5.61773777e-06,8.109025657e-06,1.415610313e-06,1.239590347e-06,3.012362868e-06,-4.87267971e-06,7.951632142e-06,5.266163498e-06,1.615379006e-06,-1.288950443e-06,2.626795322e-06,-3.638560884e-06,-4.176981747e-06,1.685228199e-06,-1.106411219e-06,-1.927837729e-06,1.370790415e-06,8.23289156e-07,1.36194285e-06,5.268957466e-06,2.223066986e-06,-7.392372936e-07,-7.902970538e-06,3.426335752e-06,7.049180567e-06,-4.260800779e-07,-7.972121239e-07,3.849621862e-06
6,0.448149174,0.018008459,0.365717351,0.204650417,4.205964088,-0.240633398,1.532376766,0.778263032,0.300904006,2.845594645,2.662793875,20.58382988,-0.823922396,0.019853435,-0.150925547,-5.481299013e-06,2.253800631e-07,-2.098735422e-06,-5.081295967e-06,1.99303031e-07,2.690590918e-06,-2.225860953e-06,-2.61515379e-06,-7.152557373e-07,1.123175025e-06,-6.921589375e-06,-6.332993507e-08,-2.728775144e-06,1.62795186e-06,4.097819328e-08,-1.394655555e-06,1.084059477e-06,5.818903446e-06,-4.649162292e-06,-1.567648724e-06,5.569308996e-07,-2.18860805e-07,7.562339306e-07,-1.072883606e-06,-4.623550922e-06,-5.975365639e-06,-8.940696716e-07,3.369525075e-06,-2.138316631e-06,-1.940876245e-06,9.490177035e-07,-1.039355993e-06,-1.344829798e-06,-8.083879948e-07,1.948326826e-06,3.259629011e-08,4.559755325e-06,-2.667307854e-06,-1.74343586e-06,-6.295740604e-07,3.36766243e-06,-9.685754776e-07,-3.222376108e-07,9.499490261e-07,3.945082426e-06,-4.665926099e-07,-9.015202522e-07,7.506459951e-07,1.519918442e-06,-1.652166247e-06,9.573996067e-07,-1.37835741e-06,-5.401670933e-07,1.214444637e-06,-1.341104507e-06,6.956979632e-07,-1.758337021e-06,7.450580597e-08,-1.11758709e-07,7.040798664e-07
7,1.299290061,0.0410165,0.949025691,0.080944687,10.45801258,2.67402029,24.90261269,-16.31474495,-10.623456,-4.252144337,-2.035909414,-0.386128455,-1.488237977,-0.118239343,-0.009651262,6.871065125e-06,1.964217518e-06,1.852400601e-06,-1.42143108e-06,1.043779776e-06,5.962327123e-06,5.697831511e-06,4.676170647e-06,-5.557783879e-06,1.506879926e-06,-3.462890163e-06,-2.24262476e-06,2.184649929e-06,1.201406121e-06,-9.685754776e-07,-3.61353159e-06,-6.556510925e-07,5.774199963e-07,2.399086952e-06,-3.671273589e-06,-1.423060894e-06,-7.86036253e-07,5.047768354e-07,3.878027201e-06,1.457519829e-07,3.74019146e-06,-3.37138772e-06,2.631917596e-06,-5.941838026e-07,-4.787929356e-06,4.172325134e-07,7.636845112e-07,8.647330105e-07,-2.896413207e-06,1.865439117e-06,-3.239139915e-06,3.641471267e-06,3.054738045e-07,-1.028180122e-06,-6.994232535e-07,-2.522021532e-06,1.405365765e-06,-1.126900315e-06,-3.132969141e-06,-2.421438694e-07,5.403882824e-06,1.999549568e-06,5.86733222e-07,8.810311556e-07,-8.656643331e-07,1.584761776e-06,-4.650093615e-06,2.175336704e-06,5.36441803e-07,-3.268010914e-06,-4.867091775e-06,2.972781658e-06,5.312263966e-06,9.275972843e-07,-1.285225153e-06
8,1.516339183,-0.14666985,2.593859673,0.00677929,3.772768497,1.93706727,5.655360699,-0.07856223,3.222536325,23.57218933,-5.919679165,-2.202961445,-3.929978609,-0.047685597,-0.101378843,-2.076663077e-05,-2.915272489e-06,9.812880307e-06,1.126434654e-06,1.000845805e-05,1.192048512e-05,-6.135553122e-06,-2.978369594e-06,-7.316470146e-06,-3.240304068e-06,-1.0561198e-06,3.141583875e-06,-8.177012205e-07,-1.532956958e-06,-5.320180207e-06,-6.436370313e-06,4.321336746e-07,1.955777407e-07,-3.733672202e-06,3.101304173e-06,-1.326203346e-06,1.568114385e-06,1.458451152e-06,4.145258572e-07,1.673586667e-06,-7.972121239e-07,2.423301339e-06,3.568828106e-06,-3.784894943e-06,-2.153217793e-06,-1.691281796e-06,1.553446054e-06,7.767230272e-07,3.9935112e-06,1.534819603e-06,2.444721758e-07,-1.442618668e-06,-6.17839396e-06,4.902482033e-06,8.065253496e-07,-9.015202522e-07,6.221234798e-07,-2.109445632e-06,2.147164196e-06,-2.6950147e-06,6.556510925e-07,-1.097097993e-06,-3.87430191e-07,-1.49384141e-06,1.381151378e-06,4.783272743e-06,-2.540647984e-06,5.424022675e-06,5.883630365e-06,3.99723649e-06,-8.009374142e-08,7.431954145e-06,8.23289156e-07,2.160668373e-07,4.461035132e-07
9,1.866006255,0.689280331,1.333980083,0.113725938,2.584573269,1.802726746,3.555009365,-1.311028481,0.297955215,5.081884384,-1.710529923,0.46835503,16.710392,-0.372850448,-0.283596605,1.423014328e-05,9.13545955e-06,5.861395039e-06,8.852919564e-06,1.981528476e-05,3.122841008e-06,1.90542778e-06,5.045440048e-07,-7.92555511e-07,-9.201467037e-07,6.330956239e-07,-1.46124512e-06,-7.566995919e-07,-1.338339644e-06,-2.10897997e-06,-3.961380571e-06,5.308538675e-07,1.229345798e-07,2.743676305e-06,9.551877156e-08,5.169771612e-06,-4.060566425e-07,4.834495485e-06,8.339993656e-07,1.905020326e-06,-3.406777978e-06,-8.36327672e-07,2.375803888e-06,5.643814802e-07,-7.196795195e-07,2.023763955e-06,2.468004823e-08,1.831678674e-06,-4.111789167e-07,9.208451957e-07,-2.457527444e-07,2.963002771e-06,-4.644971341e-08,1.040752977e-06,-2.010725439e-06,-4.442408681e-07,6.790505722e-07,3.352761269e-07,2.162065357e-06,9.508803487e-07,6.771879271e-07,-6.84405677e-07,-2.621905878e-06,-1.676380634e-07,7.823109627e-08,5.038455129e-06,1.528300345e-06,1.04540959e-06,9.378418326e-07,-5.029141903e-08,1.328065991e-06,3.609806299e-06,-2.93366611e-06,-1.324340701e-06,-7.469207048e-07
